-1;61.4
1;92.2
1;115.2
1;126.8
1;138.2
1;146.0
1;157.4
1;165.2
1;172.8
1;180.6
1;188.2
1;195.8
1;201.6
1;207.4
1;215.0
1;219.0
1;226.6
1;232.4
1;238.2
1;242.0
1;247.8
1;253.4
1;257.4
1;263.0
1;268.8
1;272.6
1;278.4
1;282.2
1;286.2
1;291.8
1;295.8
1;303.4
1;309.2
1;313.0
1;316.8
1;320.6
1;324.6
1;328.4
1;332.2
1;336.0
1;339.8
1;343.8
1;347.6
1;351.4
1;354.2
1;357.2
1;361.0
1;364.8
1;368.6
1;370.6
1;374.4
1;378.2
1;382.2
1;385.0
1;387.8
1;391.8
1;395.6
1;399.4
1;401.4
1;405.2
1;408.0
1;411.0
1;416.6
1;419.6
1;422.4
1;424.4
1;428.2
1;431.0
1;434.0
1;435.8
1;438.8
1;441.6
1;445.4
1;447.4
1;451.2
1;454.2
1;457.0
1;460.8
1;462.8
1;465.6
1;468.6
1;470.4
1;474.2
1;477.2
1;480.0
1;482.0
1;484.8
1;487.8
1;489.6
1;492.6
1;494.4
1;496.4
1;499.2
1;504.0
1;507.0
1;508.8
1;511.8
1;514.6
1;516.6
1;519.4
1;522.2
1;524.2
1;526.2
1;528.0
1;531.0
1;533.8
1;535.8
1;538.6
1;541.4
1;543.4
1;546.2
1;549.2
1;551.0
1;554.0
1;555.8
1;557.8
1;560.6
1;562.6
1;564.6
1;566.4
1;569.4
1;571.2
1;573.2
1;576.0
1;579.8
1;581.8
1;584.6
1;586.6
1;588.6
1;591.4
1;593.4
1;595.2
1;597.2
1;600.0
1;602.0
1;603.8
1;606.8
1;608.6
1;610.6
1;612.6
1;615.4
1;617.4
1;619.2
1;621.2
1;623.0
1;625.0
1;627.0
1;629.8
1;631.8
1;633.6
1;635.6
1;637.4
1;639.4
1;641.4
1;643.2
1;648.0
1;650.0
1;651.8
1;653.8
1;655.8
1;657.6
1;660.6
1;662.4
1;664.4
1;666.2
1;668.2
1;670.2
1;672.0
1;674.0
1;675.8
1;677.8
1;679.8
1;681.6
1;683.6
1;685.4
1;687.4
1;689.4
1;691.2
1;692.2
1;694.2
1;696.0
1;698.0
1;699.8
1;701.8
1;703.8
1;705.6
1;708.6
1;710.4
1;712.4
1;714.2
1;716.2
1;718.2
1;720.0
1;722.0
1;723.8
1;725.8
1;727.8
1;729.6
1;731.6
1;733.4
1;735.4
1;737.4
1;739.2
1;741.2
1;743.0
1;745.0
1;746.0
1;747.8
1;749.8
1;751.8
1;753.2
1;754.6
1;756.6
1;758.4
1;760.4
1;762.2
1;764.2
1;768.0
1;769.0
1;771.0
1;772.8
1;774.8
1;776.6
1;778.6
1;780.6
1;782.4
1;783.8
1;785.4
1;787.2
1;789.2
1;791.0
1;792.0
1;794.0
1;795.8
1;797.8
1;799.2
1;800.6
1;802.6
1;804.6
1;806.4
1;807.4
1;809.4
1;811.2
1;813.2
1;814.6
1;816.0
1;818.0
1;819.0
1;822.2
1;823.8
1;825.6
1;827.6
1;829.4
1;830.4
