1;15510000
1;23190000
1;27030000
1;32790000
1;36630000
1;40470000
1;46230000
-1;53910000
-1;61590000
-1;65430000
1;76950000
1;84630000
1;92310000
-1;103830000
-1;111510000
1;123030000
1;130710000
1;134550000
-1;153750000
-1;157590000
-1;169110000
1;176790000
1;184470000
1;188310000
-1;201750000
-1;207510000
-1;215190000
1;226710000
1;232470000
1;238230000
-1;249750000
-1;265110000
1;280470000
-1;291990000
-1;299670000
-1;307350000
-1;311190000
1;322710000
1;330390000
1;338070000
-1;353430000
-1;361110000
1;372630000
1;380310000
-1;391830000
-1;401430000
-1;407190000
1;422550000
1;430230000
-1;445590000
-1;449430000
-1;457110000
1;464790000
1;472470000
1;478230000
1;483990000
